trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
132,False,"{'a': 0.8754650921087711, 'e': 0.26447726129982396}",30,13,17.71388477098307,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.874590064603334, 'e': 0.261845668580326}",20,15,2.5696909165690265,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.8737159116880344, 'e': 0.2592402606458915}",20,3,15.926377698068862,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.8728426324887193, 'e': 0.2566607769535559}",20,0,-132.4690277915469,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
136,False,"{'a': 0.8719702261321094, 'e': 0.25410695955280027}",20,0,-32.828113784386225,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.8710986917457983, 'e': 0.2515785530597565}",30,20,-8.083471107105368,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
138,False,"{'a': 0.8702280284582515, 'e': 0.2490753046316682}",20,3,-3.515632662563844,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.8693582353988059, 'e': 0.24659696394160646}",30,18,13.040579796425973,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8684893116976679, 'e': 0.2441432831534371}",20,0,-52.06206561970357,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.867621256485914, 'e': 0.24171401689703648}",25,0,-7.0262156117241075,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.866754068895489, 'e': 0.23930892224375455}",25,0,-39.583558824649515,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.865887748059205, 'e': 0.2369277586821218}",35,19,-22.70992412114339,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.8650222931107413, 'e': 0.23457028809379768}",20,7,-36.80706005506928,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.8641577031846428, 'e': 0.23223627472975886}",20,5,25.594912118818524,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8632939774163194, 'e': 0.22992548518672387}",25,9,-28.657396085463194,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
147,False,"{'a': 0.8624311149420455, 'e': 0.22763768838381276}",20,0,25.6644107619347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.8615691148989583, 'e': 0.22537265553943875}",20,6,27.586535620064247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.8607079764250578, 'e': 0.22313016014842985}",25,15,-25.17582720646604,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
150,False,"{'a': 0.8598476986592055, 'e': 0.22090997795937822}",25,0,-36.78590161610775,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.8589882807411235, 'e': 0.21871188695221477}",20,5,-14.577604508484281,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
152,False,"{'a': 0.8581297218113938, 'e': 0.21653566731600707}",20,2,-64.44935987939472,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 1}",1
153,False,"{'a': 0.8572720210114575, 'e': 0.21438110142697797}",25,11,-6.163610721167783,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
154,False,"{'a': 0.8564151774836135, 'e': 0.21224797382674307}",25,13,-52.08262164567654,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
155,False,"{'a': 0.8555591903710185, 'e': 0.21013607120076475}",20,15,7.991658576533265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.8547040588176851, 'e': 0.20804518235702046}",25,13,5.142434013242854,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.8538497819684817, 'e': 0.20597509820488347}",20,7,4.461760536735916,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.8529963589691315, 'e': 0.20392561173421345}",25,11,13.922683802754648,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.8521437889662113, 'e': 0.2018965179946554}",25,0,-9.477565245394652,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
160,False,"{'a': 0.8512920711071511, 'e': 0.1998876140751445}",20,0,-72.33701137795792,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
161,False,"{'a': 0.850441204540233, 'e': 0.19789869908361468}",25,13,20.625850990808235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8495911884145902, 'e': 0.19592957412690934}",20,0,4.269985269392659,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
163,False,"{'a': 0.8487420218802068, 'e': 0.19398004229089189}",30,22,12.40125579907168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.8478937040879159, 'e': 0.1920499086207541}",20,0,-28.915063369812927,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.8470462341893996, 'e': 0.19013898010152053}",20,12,-2.637130978129539,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.8461996113371882, 'e': 0.1882470656387468}",20,6,-47.8827913773509,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
167,False,"{'a': 0.8453538346846587, 'e': 0.18637397603941}",20,10,11.849614922551611,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8445089033860343, 'e': 0.1845195239929893}",25,11,-17.888313043432678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.8436648165963837, 'e': 0.18268352405273466}",20,13,16.41586961894971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8428215734716199, 'e': 0.1808657926171221}",25,18,2.581165228351252,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.8419791731684999, 'e': 0.17906614791149325}",20,10,18.195299357353626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",25,15,-37.04083547491568,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
173,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",25,10,28.171241578256826,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",20,0,26.100848951596113,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",20,2,15.653277231104287,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",30,4,8.165896462630423,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",30,22,14.95312957876216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",20,0,-24.66289500051063,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
179,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",20,0,7.404347998264169,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",25,7,9.580134850241237,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",20,4,-37.07733673796426,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
182,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",20,9,18.01299626140439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",20,9,-83.60288131880665,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
184,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",20,16,6.374347822938056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",20,1,-23.418093134128082,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",20,6,12.442065903777447,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",30,0,-13.801392266452329,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,2,-24.531978323099803,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263506}",25,12,-23.710518630881126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",25,7,23.430607123724045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8253068684916823, 'e': 0.14660696213035015}",25,11,24.64934527874982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",20,12,15.26765435597043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",25,14,-27.661208553722435,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",20,0,-63.289495816899745,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
195,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",25,0,-8.63883599632004,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
196,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",20,13,4.221820677599478,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",20,6,12.797184501602377,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",30,14,13.001765514963441,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",30,13,27.304239713942966,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",30,7,4.600847987456952,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
201,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",20,11,16.020103156198402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",25,18,14.586972398323809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",20,8,8.273673113600701,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",30,22,13.351927873238463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",25,15,18.636269697098843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",20,0,3.386486277133642,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
207,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,10,18.062460842961332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",35,26,16.202087435482028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",20,6,-29.735167538557036,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",20,4,-5.139909035383284,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",20,14,12.996113839938822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",25,0,-36.51103784594537,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
213,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",30,5,-55.41810187966234,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",1
214,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",25,8,28.147135846433475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",20,10,-26.394390730666576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",25,19,13.128403271604967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",25,11,16.848206040613015,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",20,12,15.907283667169366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",20,6,27.30115787703576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",20,6,-22.988399169159237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",30,5,-47.15871937047338,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
222,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",20,10,20.17414630980798,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",20,8,23.738772371938918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",25,14,21.190992451860676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",20,6,18.44349628687769,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",25,0,9.630843805440707,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
227,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",20,13,3.3013136028414403,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",25,11,26.708881186927165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",20,10,20.536891364412952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
