trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.8419791731684999, 'e': 0.17906614791149325}",25,3,13.962069885678538,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",20,10,-43.26785775295383,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",20,13,3.920677476372335,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",20,14,10.195226647482851,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",20,9,-17.347799278937266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",25,18,6.384598914573541,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",20,2,9.534891471648535,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",25,9,-7.19951934269106,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",20,0,27.856144881302676,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",30,3,24.57581523796288,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",20,0,21.646557314432975,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",25,11,14.872480817300069,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",20,0,24.06852883285936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",25,13,21.333153970170745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",20,3,-24.17350414632821,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",25,0,-7.517219117040784,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",20,8,10.935232068465664,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,12,-27.503674405590225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263506}",20,8,9.874088948488287,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",35,23,22.843587237262987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8253068684916823, 'e': 0.14660696213035015}",25,7,-30.440111269574842,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",25,5,-8.547831425297494,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",30,12,28.66012221107824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",20,10,18.637642281130294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,12,14.344669461472662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",20,13,0.0326830015058055,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",20,3,22.740740963554178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",20,10,19.082035191501728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",30,2,1.947686713320014,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",20,6,-59.84998252551712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",30,20,8.249057417038037,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",20,3,-29.052534801066017,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",20,14,11.522979035301544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",35,5,-0.9692650296345751,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",20,10,17.931836101596936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",20,16,8.491055540809928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,8,17.98514620558231,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",25,7,9.727888257149425,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",20,14,-12.185775060729252,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",30,0,0.2504098555470291,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",20,0,28.970784324349506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",25,16,17.302645759813704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",25,12,10.210531749812775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",20,3,-6.3671274348311355,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",20,12,13.081850471688929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",30,7,-76.78610434590091,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",30,22,15.471665186104635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",30,7,36.32121654547307,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",25,9,28.134055908729756,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",25,0,21.60558390032643,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",20,9,9.272580578453546,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",30,9,25.869583808819613,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",30,16,26.33883188274129,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",20,6,19.631424066432796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",25,0,17.72714849060971,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",30,16,25.711963555893924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",20,0,-10.005469886208303,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",25,9,17.10738481607359,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",25,16,18.266128531574328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",25,1,37.96937309432106,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7929461233066837, 'e': 0.09827358560436156}",25,0,25.553840591636803,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.792153573524314, 'e': 0.09729574708953277}",20,0,-9.895365115701045,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
234,False,"{'a': 0.7913618158955839, 'e': 0.09632763823049305}",20,0,-10.659936663851122,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
235,False,"{'a': 0.7905708496287356, 'e': 0.09536916221554963}",20,6,26.4921992136985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7897806739328027, 'e': 0.09442022319630236}",20,0,-53.1586998855168,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
237,False,"{'a': 0.7889912880176096, 'e': 0.09348072627805848}",30,15,34.069229746417214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7882026910937704, 'e': 0.09255057751034329}",25,3,-29.888860011967527,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.787414882372688, 'e': 0.09162968387750485}",20,7,12.392461111804792,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.7866278610665535, 'e': 0.09071795328941253}",20,0,16.473776844613493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.7858416263883455, 'e': 0.08981529457224764}",20,15,9.504648144091055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7850561775518295, 'e': 0.08892161745938636}",25,18,15.17210432791119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7842715137715565, 'e': 0.08803683258237256}",30,11,-9.406266855036716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.7834876342628626, 'e': 0.08716085146198131}",25,14,17.40786308905507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7827045382418681, 'e': 0.08629358649937051}",20,0,35.808389851012315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.7819222249254772, 'e': 0.08543495096732125}",20,0,33.58205945760633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7811406935313765, 'e': 0.0845848590015647}",20,14,4.926913354238002,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7803599432780343, 'e': 0.08374322559219598}",20,7,22.786822957855204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7795799733847004, 'e': 0.08290996657517267}",30,15,20.289399204750126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7788007830714049, 'e': 0.08208499862389881}",25,2,-45.80412186009093,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
251,False,"{'a': 0.7780223715589574, 'e': 0.08126823924089169}",25,6,21.715598550742527,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7772447380689461, 'e': 0.08045960674953244}",20,6,21.485584501981794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7764678818237378, 'e': 0.07965902028589801}",25,15,18.21572096732156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.775691802046476, 'e': 0.07886639979067496}",20,7,24.832136012437836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.774916497961081, 'e': 0.07808166600115314}",30,7,-46.49490322647893,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
256,False,"{'a': 0.7741419687922484, 'e': 0.07730474044329975}",25,15,9.984436520807154,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7733682137654491, 'e': 0.07653554542391153}",25,4,35.30547207419339,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.772595232106928, 'e': 0.07577400402284548}",35,24,-4.799210168021886,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.7718230230437034, 'e': 0.07502004008532698}",20,13,14.524161105972713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7710515858035663, 'e': 0.07427357821433388}",20,11,18.285129990770034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7702809196150792, 'e': 0.07353454376305711}",30,13,11.386700191112952,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.7695110237075758, 'e': 0.0728028628274356}",35,17,32.53813118400576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7687418973111603, 'e': 0.07207846223876611}",20,0,-21.010912903095647,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
264,False,"{'a': 0.7679735396567061, 'e': 0.07136126955638607}",25,9,26.238115594325023,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7672059499758557, 'e': 0.0706512130604296}",25,6,0.7833972685751536,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.7664391275010192, 'e': 0.06994822174465537}",25,0,29.989324361155298,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.765673071465374, 'e': 0.069252225309346}",30,20,16.0485141488832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.764907781102864, 'e': 0.06856315415427792}",30,20,20.33003409547514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.764143255648199, 'e': 0.06788093937176144}",20,9,22.26409258972991,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7633794943368531, 'e': 0.06720551273974976}",20,14,8.872205826085494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7626164964050653, 'e': 0.06653680671501687}",30,13,28.864652853034585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7618542610898376, 'e': 0.06587475442640296}",20,12,-9.797539094735582,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.7610927876289343, 'e': 0.06521928966812754}",20,0,24.641757162428533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.7603320752608821, 'e': 0.06457034689316848}",25,3,31.36147720648893,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7595721232249685, 'e': 0.06392786120670758}",25,11,24.139957846629436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7588129307612415, 'e': 0.06329176835964072}",30,8,34.474057932131785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7580544971105083, 'e': 0.06266200474215317}",25,7,29.685371184627385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7572968215143355, 'e': 0.062038507377358304}",20,14,12.375373324217199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7565399032150474, 'e': 0.061421213915000133}",25,11,17.60669030830205,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.7557837414557255, 'e': 0.06081006262521796}",25,0,28.57870844151114,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.755028335480208, 'e': 0.06020499239237355}",20,1,27.85144641675288,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.754273684533089, 'e': 0.059605942708939375}",20,8,-3.3806814028606116,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.7535197878597172, 'e': 0.05901285366944785}",25,11,25.124600881452245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7527666447061963, 'e': 0.058425665964500835}",20,7,13.110675989906971,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7520142543193826, 'e': 0.05784432087483847}",30,19,12.88975669360335,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.751262615946886, 'e': 0.057268760265467365}",25,16,15.063976023445994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.750511728837068, 'e': 0.05669892657984692}",20,16,8.572811848802829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7497615922390413, 'e': 0.05613476283413373}",20,7,18.783138685762882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7490122054026693, 'e': 0.05557621261148307}",20,6,-15.16277868748579,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.7482635675785653, 'e': 0.055023220056407245}",20,8,23.587539422405637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.747515678018091, 'e': 0.054475729869189866}",30,0,45.149584742886304,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.7467685359733571, 'e': 0.053933687300356026}",30,13,31.82622603648894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7460221406972215, 'e': 0.05339703814519709}",25,14,12.71313006669622,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7452764914432887, 'e': 0.052865728738350375}",30,16,22.06304724132462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7445315874659094, 'e': 0.052339705948432395}",30,16,26.416857319899265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7437874280201796, 'e': 0.05181891717272585}",35,21,13.748396595193064,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.7430440123619398, 'e': 0.05130331033191912}",25,2,35.34427257571004,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7423013397477743, 'e': 0.05079283386489851}",20,13,9.557269305091411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7415594094350105, 'e': 0.05028743672359187}",20,0,28.26852657131928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.7408182206817179, 'e': 0.04978706836786395}",30,12,-47.86467043173843,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",30,8,39.03775828476164,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,15.82010467496004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,18.16770304280895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,12,28.644705160054706,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,1,45.4252142408301,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,4,25.685262441886866,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,0,37.71897762190201,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",35,13,42.115499990093106,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,13,27.83778915647123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,16,7.0675123514423195,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
